filename,camera,temperature,split
20140418_215418.jpg,1093,15.0,train
20140419_002403.jpg,1093,16.7,train
20140419_012357.jpg,1093,16.7,train
20140419_032403.jpg,1093,14.4,train
20140419_035400.jpg,1093,12.2,train
20140419_062401.jpg,1093,3.3,train
20140419_082400.jpg,1093,3.3,train
20140419_095406.jpg,1093,1.7,train
20140419_115400.jpg,1093,1.1,train
20140420_015408.jpg,1093,21.1,train
20140420_065354.jpg,1093,8.9,train
20140420_132356.jpg,1093,5.6,train
20140420_135359.jpg,1093,6.7,train
20140420_142356.jpg,1093,5.0,train
20140420_215403.jpg,1093,22.8,train
20140421_105356.jpg,1093,13.9,train
20140421_185407.jpg,1093,25.0,train
20140421_192404.jpg,1093,24.4,train
20140421_225353.jpg,1093,20.0,train
20140422_052408.jpg,1093,5.6,train
20140422_065401.jpg,1093,12.8,train
20140422_132405.jpg,1093,6.7,train
20140422_152404.jpg,1093,6.1,train
20140422_195412.jpg,1093,10.0,train
20140422_202356.jpg,1093,9.4,train
20140423_065356.jpg,1093,2.8,train
20140423_075416.jpg,1093,1.7,train
20140423_125404.jpg,1093,0.0,train
20140423_172358.jpg,1093,5.6,train
20140424_012355.jpg,1093,13.9,train
20140424_115357.jpg,1093,6.1,train
20140424_135400.jpg,1093,6.7,train
20140424_232353.jpg,1093,13.3,train
20140425_022354.jpg,1093,15.0,train
20140425_055405.jpg,1093,10.0,train
20140425_062358.jpg,1093,8.9,train
20140425_115359.jpg,1093,5.6,train
20140425_145401.jpg,1093,5.0,train
20140425_172355.jpg,1093,5.6,train
20140425_182358.jpg,1093,6.1,train
20140426_065405.jpg,1093,9.4,train
20140426_125407.jpg,1093,5.0,train
20140426_225355.jpg,1093,13.9,train
20140427_025402.jpg,1093,11.7,train
20140427_035359.jpg,1093,10.6,train
20140427_072359.jpg,1093,5.0,train
20140427_075354.jpg,1093,5.0,train
20140427_212358.jpg,1093,11.1,train
20140427_232405.jpg,1093,12.0,train
20140428_015357.jpg,1093,11.1,train
20140428_145401.jpg,1093,8.3,train
20140428_165402.jpg,1093,9.4,train
20140428_232401.jpg,1093,13.3,train
20140429_002405.jpg,1093,17.8,train
20140429_045355.jpg,1093,12.0,train
20140429_085355.jpg,1093,8.3,train
20140429_172403.jpg,1093,9.4,train
20140429_202358.jpg,1093,15.6,train
20140430_052403.jpg,1093,7.8,train
20140430_055402.jpg,1093,7.2,train
20140430_135402.jpg,1093,11.7,train
20140501_002405.jpg,1093,7.8,train
20140501_005356.jpg,1093,6.7,train
20140501_045401.jpg,1093,7.2,train
20140501_052404.jpg,1093,7.2,train
20140501_072403.jpg,1093,6.7,train
20140501_092403.jpg,1093,5.6,train
20140501_125400.jpg,1093,8.0,train
20140501_135404.jpg,1093,7.2,train
20140502_052403.jpg,1093,8.3,train
20140502_085354.jpg,1093,7.2,train
20140502_155358.jpg,1093,9.4,train
20140502_165406.jpg,1093,8.3,train
20140502_235401.jpg,1093,9.4,train
20140503_032404.jpg,1093,13.3,train
20140503_095402.jpg,1093,8.3,train
20140503_145402.jpg,1093,9.4,train
20140503_162404.jpg,1093,9.4,train
20140503_185407.jpg,1093,13.3,train
20140504_012402.jpg,1093,13.3,train
20140504_062357.jpg,1093,8.9,train
20140504_162356.jpg,1093,9.4,train
20140504_205404.jpg,1093,11.7,train
20140504_232405.jpg,1093,12.2,train
20140505_005403.jpg,1093,13.9,train
20140505_062408.jpg,1093,7.2,train
20140505_072406.jpg,1093,7.2,train
20140505_085357.jpg,1093,6.1,train
20140505_162403.jpg,1093,7.2,train
20140505_225411.jpg,1093,13.3,train
20140506_065401.jpg,1093,6.7,train
20140506_192409.jpg,1093,12.8,train
20140506_195410.jpg,1093,15.0,train
20140506_232404.jpg,1093,17.2,train
20140507_002402.jpg,1093,11.7,train
20140507_072401.jpg,1093,10.0,train
20140507_165404.jpg,1093,13.9,train
20140507_185409.jpg,1093,16.0,train
20140507_192403.jpg,1093,16.7,train
20140508_042407.jpg,1093,25.6,train
20140508_112402.jpg,1093,10.6,train
20140508_165408.jpg,1093,22.2,train
20140508_175359.jpg,1093,23.9,train
20140508_185400.jpg,1093,24.4,train
20140509_045354.jpg,1093,14.0,train
20140509_122401.jpg,1093,18.3,train
20140509_185406.jpg,1093,18.9,train
20140509_212402.jpg,1093,19.4,train
20140510_015355.jpg,1093,17.8,train
20140510_042403.jpg,1093,16.1,train
20140510_202356.jpg,1093,17.8,train
20140510_205356.jpg,1093,18.9,train
20140510_225358.jpg,1093,19.4,train
20140511_035356.jpg,1093,22.8,train
20140511_052358.jpg,1093,22.8,train
20140511_142358.jpg,1093,10.0,train
20140512_002356.jpg,1093,22.2,train
20140512_012410.jpg,1093,23.3,train
20140512_025359.jpg,1093,21.7,train
20140512_055353.jpg,1093,20.6,train
20140512_112405.jpg,1093,17.2,train
20140512_152403.jpg,1093,18.3,train
20140512_232406.jpg,1093,23.9,train
20140513_015358.jpg,1093,13.9,train
20140513_055352.jpg,1093,12.2,train
20140513_092401.jpg,1093,21.0,train
20140513_095356.jpg,1093,22.2,train
20140513_155400.jpg,1093,22.2,train
20140513_182355.jpg,1093,22.2,train
